Aikaleima, Longitudi, Latitudi
2014-01-01 07:50:48,16.81,56.19
2014-01-01 07:50:56,16.82,56.18
2014-01-01 07:51:04,16.83,56.17
2014-01-01 07:51:12,16.84,56.16
2014-01-01 07:51:20,16.85,56.15
2014-01-01 07:51:28,16.86,56.14
2014-01-01 07:51:36,16.87,56.13
2014-01-01 07:51:44,16.88,56.12
2014-01-01 07:51:52,16.89,56.11
2014-01-01 07:52:00,16.9,56.1
2014-01-01 07:52:08,16.91,56.09
2014-01-01 07:52:16,16.92,56.08
2014-01-01 07:52:24,16.93,56.07
2014-01-01 07:52:32,16.94,56.06
2014-01-01 07:52:40,16.95,56.05
2014-01-01 07:52:48,16.96,56.04
2014-01-01 07:52:56,16.97,56.03
2014-01-01 07:53:04,16.98,56.02
2014-01-01 07:53:12,16.99,56.01
2014-01-01 07:53:20,17.0,56.0
2014-01-01 07:53:28,17.01,55.99
2014-01-01 07:53:36,17.02,55.98
2014-01-01 07:53:44,17.03,55.97
2014-01-01 07:53:52,17.04,55.96
2014-01-01 07:54:00,17.05,55.95
2014-01-01 07:54:08,17.06,55.94
2014-01-01 07:54:16,17.07,55.93
2014-01-01 07:54:24,17.08,55.92
2014-01-01 07:54:32,17.09,55.91
2014-01-01 07:54:40,17.1,55.9
2014-01-01 07:54:48,17.11,55.89
2014-01-01 07:54:56,17.12,55.88
2014-01-01 07:55:04,17.13,55.87
2014-01-01 07:55:12,17.14,55.86
2014-01-01 07:55:20,17.15,55.85
2014-01-01 07:55:28,17.16,55.84
2014-01-01 07:55:36,17.17,55.83
2014-01-01 07:55:44,17.18,55.82
2014-01-01 07:55:52,17.19,55.81
2014-01-01 07:56:00,17.2,55.8
2014-01-01 07:56:08,17.21,55.79
2014-01-01 07:56:16,17.22,55.78
2014-01-01 07:56:24,17.23,55.77
2014-01-01 07:56:32,17.24,55.76
2014-01-01 07:56:40,17.25,55.75
2014-01-01 07:56:48,17.26,55.74
2014-01-01 07:56:56,17.27,55.73
2014-01-01 07:57:04,17.28,55.72
2014-01-01 07:57:12,17.29,55.71
2014-01-01 07:57:20,17.3,55.7
2014-01-01 07:57:28,17.31,55.69
2014-01-01 07:57:36,17.32,55.68
2014-01-01 07:57:44,17.33,55.67
2014-01-01 07:57:52,17.34,55.66
2014-01-01 07:58:00,17.35,55.65
2014-01-01 07:58:08,17.36,55.64
2014-01-01 07:58:16,17.37,55.63
2014-01-01 07:58:24,17.38,55.62
2014-01-01 07:58:32,17.39,55.61
2014-01-01 07:58:40,17.4,55.6
2014-01-01 07:58:48,17.41,55.59
2014-01-01 07:58:56,17.42,55.58
2014-01-01 07:59:04,17.43,55.57
2014-01-01 07:59:12,17.44,55.56
2014-01-01 07:59:20,17.45,55.55
2014-01-01 07:59:28,17.46,55.54
2014-01-01 07:59:36,17.47,55.53
2014-01-01 07:59:44,17.48,55.52
2014-01-01 07:59:52,17.49,55.51
2014-01-01 08:00:00,17.5,55.5
2014-01-01 08:00:08,17.51,55.49
2014-01-01 08:00:16,17.52,55.48
2014-01-01 08:00:24,17.53,55.47
2014-01-01 08:00:32,17.54,55.46
2014-01-01 08:00:40,17.55,55.45
2014-01-01 08:00:48,17.56,55.44
2014-01-01 08:00:56,17.57,55.43
2014-01-01 08:01:04,17.58,55.42
2014-01-01 08:01:12,17.59,55.41
2014-01-01 08:01:20,17.6,55.4
2014-01-01 08:01:28,17.61,55.39
2014-01-01 08:01:36,17.62,55.38
2014-01-01 08:01:44,17.63,55.37
2014-01-01 08:01:52,17.64,55.36
2014-01-01 08:02:00,17.65,55.35
2014-01-01 08:02:08,17.66,55.34
2014-01-01 08:02:16,17.67,55.33
2014-01-01 08:02:24,17.68,55.32
2014-01-01 08:02:32,17.69,55.31
2014-01-01 08:02:40,17.7,55.3
2014-01-01 08:02:48,17.71,55.29
2014-01-01 08:02:56,17.72,55.28
2014-01-01 08:03:04,17.73,55.27
2014-01-01 08:03:12,17.74,55.26
2014-01-01 08:03:20,17.75,55.25
2014-01-01 08:03:28,17.76,55.24
2014-01-01 08:03:36,17.77,55.23
2014-01-01 08:03:44,17.78,55.22
2014-01-01 08:03:52,17.79,55.21
2014-01-01 08:04:00,17.8,55.2
2014-01-01 08:04:08,17.81,55.19
2014-01-01 08:04:16,17.82,55.18
2014-01-01 08:04:24,17.83,55.17
2014-01-01 08:04:32,17.84,55.16
2014-01-01 08:04:40,17.85,55.15
2014-01-01 08:04:48,17.86,55.14
2014-01-01 08:04:56,17.87,55.13
2014-01-01 08:05:04,17.88,55.12
2014-01-01 08:05:12,17.89,55.11
2014-01-01 08:05:20,17.9,55.1
2014-01-01 08:05:28,17.91,55.09
2014-01-01 08:05:36,17.92,55.08
2014-01-01 08:05:44,17.93,55.07
2014-01-01 08:05:52,17.94,55.06
2014-01-01 08:06:00,17.95,55.05
2014-01-01 08:06:08,17.96,55.04
2014-01-01 08:06:16,17.97,55.03
2014-01-01 08:06:24,17.98,55.02
2014-01-01 08:06:32,17.99,55.01
2014-01-01 08:06:40,20.25,55.0
2014-01-01 08:06:41,20.25,55.01
2014-01-01 08:06:42,20.25,55.02
2014-01-01 08:06:43,20.25,55.03
2014-01-01 08:06:44,20.25,55.04
2014-01-01 08:06:45,20.25,55.05
2014-01-01 08:06:46,20.25,55.06
2014-01-01 08:06:47,20.25,55.07
2014-01-01 08:06:48,20.25,55.08
2014-01-01 08:06:49,20.25,55.09
2014-01-01 08:06:50,20.25,55.1
2014-01-01 08:06:51,20.25,55.11
2014-01-01 08:06:52,20.25,55.12
2014-01-01 08:06:53,20.25,55.13
2014-01-01 08:06:54,20.25,55.14
2014-01-01 08:06:55,20.25,55.15
2014-01-01 08:06:56,20.25,55.16
2014-01-01 08:06:57,20.25,55.17
2014-01-01 08:06:58,20.25,55.18
2014-01-01 08:06:59,20.25,55.19
2014-01-01 08:07:00,20.25,55.2
2014-01-01 08:07:01,20.25,55.21
2014-01-01 08:07:02,20.25,55.22
2014-01-01 08:07:03,20.25,55.23
2014-01-01 08:07:04,20.25,55.24
2014-01-01 08:07:05,20.25,55.25
2014-01-01 08:07:06,20.25,55.26
2014-01-01 08:07:07,20.25,55.27
2014-01-01 08:07:08,20.25,55.28
2014-01-01 08:07:09,20.25,55.29
2014-01-01 08:07:10,20.25,55.3
2014-01-01 08:07:11,20.25,55.31
2014-01-01 08:07:12,20.25,55.32
2014-01-01 08:07:13,20.25,55.33
2014-01-01 08:07:14,20.25,55.34
2014-01-01 08:07:15,20.25,55.35
2014-01-01 08:07:16,20.25,55.36
2014-01-01 08:07:17,20.25,55.37
2014-01-01 08:07:18,20.25,55.38
2014-01-01 08:07:19,20.25,55.39
2014-01-01 08:07:20,20.25,55.4
2014-01-01 08:07:21,20.25,55.41
2014-01-01 08:07:22,20.25,55.42
2014-01-01 08:07:23,20.25,55.43
2014-01-01 08:07:24,20.25,55.44
2014-01-01 08:07:25,20.25,55.45
2014-01-01 08:07:26,20.25,55.46
2014-01-01 08:07:27,20.25,55.47
2014-01-01 08:07:28,20.25,55.48
2014-01-01 08:07:29,20.25,55.49
2014-01-01 08:07:30,20.25,55.5
2014-01-01 08:07:31,20.25,55.51
2014-01-01 08:07:32,20.25,55.52
2014-01-01 08:07:33,20.25,55.53
2014-01-01 08:07:34,20.25,55.54
2014-01-01 08:07:35,20.25,55.55
2014-01-01 08:07:36,20.25,55.56
2014-01-01 08:07:37,20.25,55.57
2014-01-01 08:07:38,20.25,55.58
2014-01-01 08:07:39,20.25,55.59
2014-01-01 08:07:40,20.25,55.6
2014-01-01 08:07:41,20.25,55.61
2014-01-01 08:07:42,20.25,55.62
2014-01-01 08:07:43,20.25,55.63
2014-01-01 08:07:44,20.25,55.64
2014-01-01 08:07:45,20.25,55.65
2014-01-01 08:07:46,20.25,55.66
2014-01-01 08:07:47,20.25,55.67
2014-01-01 08:07:48,20.25,55.68
2014-01-01 08:07:49,20.25,55.69
2014-01-01 08:07:50,20.25,55.7
2014-01-01 08:07:51,20.25,55.71
2014-01-01 08:07:52,20.25,55.72
2014-01-01 08:07:53,20.25,55.73
2014-01-01 08:07:54,20.25,55.74
2014-01-01 08:07:55,20.25,55.75
2014-01-01 08:07:56,20.25,55.76
2014-01-01 08:07:57,20.25,55.77
2014-01-01 08:07:58,20.25,55.78
2014-01-01 08:07:59,20.25,55.79
2014-01-01 08:08:00,20.25,55.8
2014-01-01 08:08:01,20.25,55.81
2014-01-01 08:08:02,20.25,55.82
2014-01-01 08:08:03,20.25,55.83
2014-01-01 08:08:04,20.25,55.84
2014-01-01 08:08:05,20.25,55.85
2014-01-01 08:08:06,20.25,55.86
2014-01-01 08:08:07,20.25,55.87
2014-01-01 08:08:08,20.25,55.88
2014-01-01 08:08:09,20.25,55.89
2014-01-01 08:08:10,20.25,55.9
2014-01-01 08:08:11,20.25,55.91
2014-01-01 08:08:12,20.25,55.92
2014-01-01 08:08:13,20.25,55.93
2014-01-01 08:08:14,20.25,55.94
2014-01-01 08:08:15,20.25,55.95
2014-01-01 08:08:16,20.25,55.96
2014-01-01 08:08:17,20.25,55.97
2014-01-01 08:08:18,20.25,55.98
2014-01-01 08:08:19,20.25,55.99
2014-01-01 08:08:20,20.25,56.0
2014-01-01 08:08:21,20.25,56.01
2014-01-01 08:08:22,20.25,56.02
2014-01-01 08:08:23,20.25,56.03
2014-01-01 08:08:24,20.25,56.04
2014-01-01 08:08:25,20.25,56.05
2014-01-01 08:08:26,20.25,56.06
2014-01-01 08:08:27,20.25,56.07
2014-01-01 08:08:28,20.25,56.08
2014-01-01 08:08:29,20.25,56.09
2014-01-01 08:08:30,20.25,56.1
2014-01-01 08:08:31,20.25,56.11
2014-01-01 08:08:32,20.25,56.12
2014-01-01 08:08:33,20.25,56.13
2014-01-01 08:08:34,20.25,56.14
2014-01-01 08:08:35,20.25,56.15
2014-01-01 08:08:36,20.25,56.16
2014-01-01 08:08:37,20.25,56.17
2014-01-01 08:08:38,20.25,56.18
2014-01-01 08:08:39,20.25,56.19
2014-01-01 08:08:40,20.25,56.2
2014-01-01 08:08:41,20.25,56.21
2014-01-01 08:08:42,20.25,56.22
2014-01-01 08:08:43,20.25,56.23
2014-01-01 08:08:44,20.25,56.24
2014-01-01 08:08:45,20.25,56.25
2014-01-01 08:08:46,20.25,56.26
2014-01-01 08:08:47,20.25,56.27
2014-01-01 08:08:48,20.25,56.28
2014-01-01 08:08:49,20.25,56.29
2014-01-01 08:08:50,20.25,56.3
2014-01-01 08:08:51,20.25,56.31
2014-01-01 08:08:52,20.25,56.32
2014-01-01 08:08:53,20.25,56.33
2014-01-01 08:08:54,20.25,56.34
2014-01-01 08:08:55,20.25,56.35
2014-01-01 08:08:56,20.25,56.36
2014-01-01 08:08:57,20.25,56.37
2014-01-01 08:08:58,20.25,56.38
2014-01-01 08:08:59,20.25,56.39
2014-01-01 08:09:00,20.25,56.4
2014-01-01 08:09:01,20.25,56.41
2014-01-01 08:09:02,20.25,56.42
2014-01-01 08:09:03,20.25,56.43
2014-01-01 08:09:04,20.25,56.44
2014-01-01 08:09:05,20.25,56.45
2014-01-01 08:09:06,20.25,56.46
2014-01-01 08:09:07,20.25,56.47
2014-01-01 08:09:08,20.25,56.48
2014-01-01 08:09:09,20.25,56.49
2014-01-01 08:09:10,20.25,56.5
2014-01-01 08:09:11,20.25,56.51
2014-01-01 08:09:12,20.25,56.52
2014-01-01 08:09:13,20.25,56.53
2014-01-01 08:09:14,20.25,56.54
2014-01-01 08:09:15,20.25,56.55
2014-01-01 08:09:16,20.25,56.56
2014-01-01 08:09:17,20.25,56.57
2014-01-01 08:09:18,20.25,56.58
2014-01-01 08:09:19,20.25,56.59
2014-01-01 08:09:20,20.25,56.6
2014-01-01 08:09:21,20.25,56.61
2014-01-01 08:09:22,20.25,56.62
2014-01-01 08:09:23,20.25,56.63
2014-01-01 08:09:24,20.25,56.64
2014-01-01 08:09:25,20.25,56.65
2014-01-01 08:09:26,20.25,56.66
2014-01-01 08:09:27,20.25,56.67
2014-01-01 08:09:28,20.25,56.68
2014-01-01 08:09:29,20.25,56.69
2014-01-01 08:09:30,20.25,56.7
2014-01-01 08:09:31,20.25,56.71
2014-01-01 08:09:32,20.25,56.72
2014-01-01 08:09:33,20.25,56.73
2014-01-01 08:09:34,20.25,56.74
2014-01-01 08:09:35,20.25,56.75
2014-01-01 08:09:36,20.25,56.76
2014-01-01 08:09:37,20.25,56.77
2014-01-01 08:09:38,20.25,56.78
2014-01-01 08:09:39,20.25,56.79
2014-01-01 08:09:40,20.25,56.8
2014-01-01 08:09:41,20.25,56.81
2014-01-01 08:09:42,20.25,56.82
2014-01-01 08:09:43,20.25,56.83
2014-01-01 08:09:44,20.25,56.84
2014-01-01 08:09:45,20.25,56.85
2014-01-01 08:09:46,20.25,56.86
2014-01-01 08:09:47,20.25,56.87
2014-01-01 08:09:48,20.25,56.88
2014-01-01 08:09:49,20.25,56.89
2014-01-01 08:09:50,20.25,56.9
2014-01-01 08:09:51,20.25,56.91
2014-01-01 08:09:52,20.25,56.92
2014-01-01 08:09:53,20.25,56.93
2014-01-01 08:09:54,20.25,56.94
2014-01-01 08:09:55,20.25,56.95
2014-01-01 08:09:56,20.25,56.96
2014-01-01 08:09:57,20.25,56.97
2014-01-01 08:09:58,20.25,56.98
2014-01-01 08:09:59,20.25,56.99
2014-01-01 08:10:00,20.25,57.0
2014-01-01 08:10:01,20.25,57.01
2014-01-01 08:10:02,20.25,57.02
2014-01-01 08:10:03,20.25,57.03
2014-01-01 08:10:04,20.25,57.04
2014-01-01 08:10:05,20.25,57.05
2014-01-01 08:10:06,20.25,57.06
2014-01-01 08:10:07,20.25,57.07
2014-01-01 08:10:08,20.25,57.08
2014-01-01 08:10:09,20.25,57.09
2014-01-01 08:10:10,20.25,57.1
2014-01-01 08:10:11,20.25,57.11
2014-01-01 08:10:12,20.25,57.12
2014-01-01 08:10:13,20.25,57.13
2014-01-01 08:10:14,20.25,57.14
2014-01-01 08:10:15,20.25,57.15
2014-01-01 08:10:16,20.25,57.16
2014-01-01 08:10:17,20.25,57.17
2014-01-01 08:10:18,20.25,57.18
2014-01-01 08:10:19,20.25,57.19
2014-01-01 08:10:20,20.25,57.2
2014-01-01 08:10:21,20.25,57.21
2014-01-01 08:10:22,20.25,57.22
2014-01-01 08:10:23,20.25,57.23
2014-01-01 08:10:24,20.25,57.24
2014-01-01 08:10:25,20.25,57.25
2014-01-01 08:10:26,20.25,57.26
2014-01-01 08:10:27,20.25,57.27
2014-01-01 08:10:28,20.25,57.28
2014-01-01 08:10:29,20.25,57.29
2014-01-01 08:10:30,20.25,57.3
2014-01-01 08:10:31,20.25,57.31
2014-01-01 08:10:32,20.25,57.32
2014-01-01 08:10:33,20.25,57.33
2014-01-01 08:10:34,20.25,57.34
2014-01-01 08:10:35,20.25,57.35
2014-01-01 08:10:36,20.25,57.36
2014-01-01 08:10:37,20.25,57.37
2014-01-01 08:10:38,20.25,57.38
2014-01-01 08:10:39,20.25,57.39
2014-01-01 08:10:40,20.25,57.4
2014-01-01 08:10:41,20.25,57.41
2014-01-01 08:10:42,20.25,57.42
2014-01-01 08:10:43,20.25,57.43
2014-01-01 08:10:44,20.25,57.44
2014-01-01 08:10:45,20.25,57.45
2014-01-01 08:10:46,20.25,57.46
2014-01-01 08:10:47,20.25,57.47
2014-01-01 08:10:48,20.25,57.48
2014-01-01 08:10:49,20.25,57.49
2014-01-01 08:10:50,20.25,57.5
2014-01-01 08:10:51,20.25,57.51
2014-01-01 08:10:52,20.25,57.52
2014-01-01 08:10:53,20.25,57.53
2014-01-01 08:10:54,20.25,57.54
2014-01-01 08:10:55,20.25,57.55
2014-01-01 08:10:56,20.25,57.56
2014-01-01 08:10:57,20.25,57.57
2014-01-01 08:10:58,20.25,57.58
2014-01-01 08:10:59,20.25,57.59
2014-01-01 08:11:00,20.25,57.6
2014-01-01 08:11:01,20.25,57.61
2014-01-01 08:11:02,20.25,57.62
2014-01-01 08:11:03,20.25,57.63
2014-01-01 08:11:04,20.25,57.64
2014-01-01 08:11:05,20.25,57.65
2014-01-01 08:11:06,20.25,57.66
2014-01-01 08:11:07,20.25,57.67
2014-01-01 08:11:08,20.25,57.68
2014-01-01 08:11:09,20.25,57.69
2014-01-01 08:11:10,20.25,57.7
2014-01-01 08:11:11,20.25,57.71
2014-01-01 08:11:12,20.25,57.72
2014-01-01 08:11:13,20.25,57.73
2014-01-01 08:11:14,20.25,57.74
2014-01-01 08:11:15,20.25,57.75
2014-01-01 08:11:16,20.25,57.76
2014-01-01 08:11:17,20.25,57.77
2014-01-01 08:11:18,20.25,57.78
2014-01-01 08:11:19,20.25,57.79
2014-01-01 08:11:20,20.25,57.8
2014-01-01 08:11:21,20.25,57.81
2014-01-01 08:11:22,20.25,57.82
2014-01-01 08:11:23,20.25,57.83
2014-01-01 08:11:24,20.25,57.84
2014-01-01 08:11:25,20.25,57.85
2014-01-01 08:11:26,20.25,57.86
2014-01-01 08:11:27,20.25,57.87
2014-01-01 08:11:28,20.25,57.88
2014-01-01 08:11:29,20.25,57.89
2014-01-01 08:11:30,20.25,57.9
2014-01-01 08:11:31,20.25,57.91
2014-01-01 08:11:32,20.25,57.92
2014-01-01 08:11:33,20.25,57.93
2014-01-01 08:11:34,20.25,57.94
2014-01-01 08:11:35,20.25,57.95
2014-01-01 08:11:36,20.25,57.96
2014-01-01 08:11:37,20.25,57.97
2014-01-01 08:11:38,20.25,57.98
2014-01-01 08:11:39,20.25,57.99
2014-01-01 08:11:40,20.25,58.0
2014-01-01 08:11:41,20.25,58.01
2014-01-01 08:11:42,20.25,58.02
2014-01-01 08:11:43,20.25,58.03
2014-01-01 08:11:44,20.25,58.04
2014-01-01 08:11:45,20.25,58.05
2014-01-01 08:11:46,20.25,58.06
2014-01-01 08:11:47,20.25,58.07
2014-01-01 08:11:48,20.25,58.08
2014-01-01 08:11:49,20.25,58.09
2014-01-01 08:11:50,20.25,58.1
2014-01-01 08:11:51,20.25,58.11
2014-01-01 08:11:52,20.25,58.12
2014-01-01 08:11:53,20.25,58.13
2014-01-01 08:11:54,20.25,58.14
2014-01-01 08:11:55,20.25,58.15
2014-01-01 08:11:56,20.25,58.16
2014-01-01 08:11:57,20.25,58.17
2014-01-01 08:11:58,20.25,58.18
2014-01-01 08:11:59,20.25,58.19
2014-01-01 08:12:00,20.25,58.2
2014-01-01 08:12:01,20.25,58.21
2014-01-01 08:12:02,20.25,58.22
2014-01-01 08:12:03,20.25,58.23
2014-01-01 08:12:04,20.25,58.24
2014-01-01 08:12:05,20.25,58.25
2014-01-01 08:12:06,20.25,58.26
2014-01-01 08:12:07,20.25,58.27
2014-01-01 08:12:08,20.25,58.28
2014-01-01 08:12:09,20.25,58.29
2014-01-01 08:12:10,20.25,58.3
2014-01-01 08:12:11,20.25,58.31
2014-01-01 08:12:12,20.25,58.32
2014-01-01 08:12:13,20.25,58.33
2014-01-01 08:12:14,20.25,58.34
2014-01-01 08:12:15,20.25,58.35
2014-01-01 08:12:16,20.25,58.36
2014-01-01 08:12:17,20.25,58.37
2014-01-01 08:12:18,20.25,58.38
2014-01-01 08:12:19,20.25,58.39
2014-01-01 08:12:20,20.25,58.4
2014-01-01 08:12:21,20.25,58.41
2014-01-01 08:12:22,20.25,58.42
2014-01-01 08:12:23,20.25,58.43
2014-01-01 08:12:24,20.25,58.44
2014-01-01 08:12:25,20.25,58.45
2014-01-01 08:12:26,20.25,58.46
2014-01-01 08:12:27,20.25,58.47
2014-01-01 08:12:28,20.25,58.48
2014-01-01 08:12:29,20.25,58.49
2014-01-01 08:12:30,20.25,58.5
2014-01-01 08:12:31,20.25,58.51
2014-01-01 08:12:32,20.25,58.52
2014-01-01 08:12:33,20.25,58.53
2014-01-01 08:12:34,20.25,58.54
2014-01-01 08:12:35,20.25,58.55
2014-01-01 08:12:36,20.25,58.56
2014-01-01 08:12:37,20.25,58.57
2014-01-01 08:12:38,20.25,58.58
2014-01-01 08:12:39,20.25,58.59
2014-01-01 08:12:40,20.25,58.6
2014-01-01 08:12:41,20.25,58.61
2014-01-01 08:12:42,20.25,58.62
2014-01-01 08:12:43,20.25,58.63
2014-01-01 08:12:44,20.25,58.64
2014-01-01 08:12:45,20.25,58.65
2014-01-01 08:12:46,20.25,58.66
2014-01-01 08:12:47,20.25,58.67
2014-01-01 08:12:48,20.25,58.68
2014-01-01 08:12:49,20.25,58.69
2014-01-01 08:12:50,20.25,58.7
2014-01-01 08:12:51,20.25,58.71
2014-01-01 08:12:52,20.25,58.72
2014-01-01 08:12:53,20.25,58.73
2014-01-01 08:12:54,20.25,58.74
2014-01-01 08:12:55,20.25,58.75
2014-01-01 08:12:56,20.25,58.76
2014-01-01 08:12:57,20.25,58.77
2014-01-01 08:12:58,20.25,58.78
2014-01-01 08:12:59,20.25,58.79
2014-01-01 08:13:00,20.25,58.8
2014-01-01 08:13:01,20.25,58.81
2014-01-01 08:13:02,20.25,58.82
2014-01-01 08:13:03,20.25,58.83
2014-01-01 08:13:04,20.25,58.84
2014-01-01 08:13:05,20.25,58.85
2014-01-01 08:13:06,20.25,58.86
2014-01-01 08:13:07,20.25,58.87
2014-01-01 08:13:08,20.25,58.88
2014-01-01 08:13:09,20.25,58.89
2014-01-01 08:13:10,20.25,58.9
2014-01-01 08:13:11,20.25,58.91
2014-01-01 08:13:12,20.25,58.92
2014-01-01 08:13:13,20.25,58.93
2014-01-01 08:13:14,20.25,58.94
2014-01-01 08:13:15,20.25,58.95
2014-01-01 08:13:16,20.25,58.96
2014-01-01 08:13:17,20.25,58.97
2014-01-01 08:13:18,20.25,58.98
2014-01-01 08:13:19,20.25,58.99
2014-01-01 08:13:20,20.25,59.0
2014-01-01 08:13:21,20.25,59.01
2014-01-01 08:13:22,20.25,59.02
2014-01-01 08:13:23,20.25,59.03
2014-01-01 08:13:24,20.25,59.04
2014-01-01 08:13:25,20.25,59.05
2014-01-01 08:13:26,20.25,59.06
2014-01-01 08:13:27,20.25,59.07
2014-01-01 08:13:28,20.25,59.08
2014-01-01 08:13:29,20.25,59.09
2014-01-01 08:13:30,20.25,59.1
2014-01-01 08:13:31,20.25,59.11
2014-01-01 08:13:32,20.25,59.12
2014-01-01 08:13:33,20.25,59.13
2014-01-01 08:13:34,20.25,59.14
2014-01-01 08:13:35,20.25,59.15
2014-01-01 08:13:36,20.25,59.16
2014-01-01 08:13:37,20.25,59.17
2014-01-01 08:13:38,20.25,59.18
2014-01-01 08:13:39,20.25,59.19
2014-01-01 08:13:40,20.25,59.2
2014-01-01 08:13:41,20.25,59.21
2014-01-01 08:13:42,20.25,59.22
2014-01-01 08:13:43,20.25,59.23
2014-01-01 08:13:44,20.25,59.24
2014-01-01 08:13:45,20.25,59.25
2014-01-01 08:13:46,20.25,59.26
2014-01-01 08:13:47,20.25,59.27
2014-01-01 08:13:48,20.25,59.28
2014-01-01 08:13:49,20.25,59.29
2014-01-01 08:13:50,20.25,59.3
2014-01-01 08:13:51,20.25,59.31
2014-01-01 08:13:52,20.25,59.32
2014-01-01 08:13:53,20.25,59.33
2014-01-01 08:13:54,20.25,59.34
2014-01-01 08:13:55,20.25,59.35
2014-01-01 08:13:56,20.25,59.36
2014-01-01 08:13:57,20.25,59.37
2014-01-01 08:13:58,20.25,59.38
2014-01-01 08:13:59,20.25,59.39
2014-01-01 08:14:00,20.25,59.4
2014-01-01 08:14:01,20.25,59.41
2014-01-01 08:14:02,20.25,59.42
2014-01-01 08:14:03,20.25,59.43
2014-01-01 08:14:04,20.25,59.44
2014-01-01 08:14:05,20.25,59.45
2014-01-01 08:14:06,20.25,59.46
2014-01-01 08:14:07,20.25,59.47
2014-01-01 08:14:08,20.25,59.48
2014-01-01 08:14:09,20.25,59.49
2014-01-01 08:14:10,20.25,59.5
2014-01-01 08:14:11,20.25,59.51
2014-01-01 08:14:12,20.25,59.52
2014-01-01 08:14:13,20.25,59.53
2014-01-01 08:14:14,20.25,59.54
2014-01-01 08:14:15,20.25,59.55
2014-01-01 08:14:16,20.25,59.56
2014-01-01 08:14:17,20.25,59.57
2014-01-01 08:14:18,20.25,59.58
2014-01-01 08:14:19,20.25,59.59
2014-01-01 08:14:20,20.25,59.6
2014-01-01 08:14:21,20.25,59.61
2014-01-01 08:14:22,20.25,59.62
2014-01-01 08:14:23,20.25,59.63
2014-01-01 08:14:24,20.25,59.64
2014-01-01 08:14:25,20.25,59.65
2014-01-01 08:14:26,20.25,59.66
2014-01-01 08:14:27,20.25,59.67
2014-01-01 08:14:28,20.25,59.68
2014-01-01 08:14:29,20.25,59.69
2014-01-01 08:14:30,20.25,59.7
2014-01-01 08:14:31,20.25,59.71
2014-01-01 08:14:32,20.25,59.72
2014-01-01 08:14:33,20.25,59.73
2014-01-01 08:14:34,20.25,59.74
2014-01-01 08:14:35,20.25,59.75
2014-01-01 08:14:36,20.25,59.76
2014-01-01 08:14:37,20.25,59.77
2014-01-01 08:14:38,20.25,59.78
2014-01-01 08:14:39,20.25,59.79
2014-01-01 08:14:40,20.25,59.8
2014-01-01 08:14:41,20.25,59.81
2014-01-01 08:14:42,20.25,59.82
2014-01-01 08:14:43,20.25,59.83
2014-01-01 08:14:44,20.25,59.84
2014-01-01 08:14:45,20.25,59.85
2014-01-01 08:14:46,20.25,59.86
2014-01-01 08:14:47,20.25,59.87
2014-01-01 08:14:48,20.25,59.88
2014-01-01 08:14:49,20.25,59.89
2014-01-01 08:14:50,20.25,59.9
2014-01-01 08:14:51,20.25,59.91
2014-01-01 08:14:52,20.25,59.92
2014-01-01 08:14:53,20.25,59.93
2014-01-01 08:14:54,20.25,59.94
2014-01-01 08:14:55,20.25,59.95
2014-01-01 08:14:56,20.25,59.96
2014-01-01 08:14:57,20.25,59.97
2014-01-01 08:14:58,20.25,59.98
2014-01-01 08:14:59,20.25,59.99
2014-01-01 08:15:00,20.25,60.0
2014-01-01 08:15:01,20.25,60.01
2014-01-01 08:15:02,20.25,60.02
2014-01-01 08:15:03,20.25,60.03
2014-01-01 08:15:04,20.25,60.04
2014-01-01 08:15:05,20.25,60.05
2014-01-01 08:15:06,20.25,60.06
2014-01-01 08:15:07,20.25,60.07
2014-01-01 08:15:08,20.25,60.08
2014-01-01 08:15:09,20.25,60.09
2014-01-01 08:15:10,20.25,60.1
2014-01-01 08:15:11,20.25,60.11
2014-01-01 08:15:12,20.25,60.12
2014-01-01 08:15:13,20.25,60.13
2014-01-01 08:15:14,20.25,60.14
2014-01-01 08:15:15,20.25,60.15
2014-01-01 08:15:16,20.25,60.16
2014-01-01 08:15:17,20.25,60.17
2014-01-01 08:15:18,20.25,60.18
2014-01-01 08:15:19,20.25,60.19
2014-01-01 08:15:20,20.25,60.2
2014-01-01 08:15:21,20.25,60.21
2014-01-01 08:15:22,20.25,60.22
2014-01-01 08:15:23,20.25,60.23
2014-01-01 08:15:24,20.25,60.24
2014-01-01 08:15:25,20.25,60.25
2014-01-01 08:15:26,20.25,60.26
2014-01-01 08:15:27,20.25,60.27
2014-01-01 08:15:28,20.25,60.28
2014-01-01 08:15:29,20.25,60.29
2014-01-01 08:15:30,20.25,60.3
2014-01-01 08:15:31,20.25,60.31
2014-01-01 08:15:32,20.25,60.32
2014-01-01 08:15:33,20.25,60.33
2014-01-01 08:15:34,20.25,60.34
2014-01-01 08:15:35,20.25,60.35
2014-01-01 08:15:36,20.25,60.36
2014-01-01 08:15:37,20.25,60.37
2014-01-01 08:15:38,20.25,60.38
2014-01-01 08:15:39,20.25,60.39
2014-01-01 08:15:40,20.25,60.4
2014-01-01 08:15:41,20.25,60.41
2014-01-01 08:15:42,20.25,60.42
2014-01-01 08:15:43,20.25,60.43
2014-01-01 08:15:44,20.25,60.44
2014-01-01 08:15:45,20.25,60.45
